"Player ID","Round","Pick","Ov Pick","Pos","Player","Team","Fantasy Team","Time (CEST)"
"*06cch*",1,1,1,"C","Victor Wembanyama","SA","JDUB13","Jul 9, 2026 2:25:01"
"*03e75*",1,2,2,"C","Nikola Jokic","DEN","MikeRame","Jul 9, 2026 2:25:02"
"*04kj6*",1,3,3,"PG","Luka Doncic","LAL","Sternhold","Jul 9, 2026 2:25:04"
"*04qro*",1,4,4,"PG","Shai Gilgeous-Alexander","OKC","Son","Jul 9, 2026 3:08:34"
"*05qsq*",1,5,5,"PG","Tyrese Maxey","PHI","Vatos Locos","Jul 9, 2026 3:10:03"
"*05uib*",1,6,6,"PG","Cade Cunningham","DET","FantasyISO","Jul 9, 2026 7:02:41"
"*05qtv*",1,7,7,"PG","Tyrese Haliburton","IND","Pilli","Jul 9, 2026 7:02:41"
"*05qug*",1,8,8,"SG","Anthony Edwards","MIN","Vemida","Jul 9, 2026 7:05:41"
"*031m2*",1,9,9,"PF","Giannis Antetokounmpo","MIA","shuey33","Jul 9, 2026 1:10:26"
"*06v5l*",1,10,10,"SF","Cooper Flagg","DAL","BadHabits","Jul 9, 2026 1:10:26"
"*03xmv*",1,11,11,"PF","Jayson Tatum","BOS","Hoobob","Jul 9, 2026 1:11:30"
"*05uie*",1,12,12,"PF","Scottie Barnes","TOR","Markkowgier","Jul 9, 2026 2:53:14"
"*01enh*",2,1,13,"PG","Stephen Curry","GS","Markkowgier","Jul 9, 2026 2:54:26"
"*05uiu*",2,2,14,"SF","Jalen Johnson","ATL","Hoobob","Jul 9, 2026 4:41:44"
"*04ewe*",2,3,15,"SG","Donovan Mitchell","CLE","BadHabits","Jul 9, 2026 4:41:44"
"*04qrk*",2,4,16,"PG","Trae Young","WAS","shuey33","Jul 9, 2026 7:25:18"
"*04qsa*",2,5,17,"PG","Jalen Brunson","NY","Vemida","Jul 9, 2026 7:26:47"
"*03ad3*",2,6,18,"C","Karl-Anthony Towns","NY","Pilli","Jul 9, 2026 7:48:28"
"*05uir*",2,7,19,"SF","Trey Murphy","NO","FantasyISO","Jul 10, 2026 12:33:32"
"*042n4*",2,8,20,"PG","Jamal Murray","DEN","Vatos Locos","Jul 10, 2026 1:17:04"
"*05qto*",2,9,21,"PG","LaMelo Ball","MIN","Son","Jul 10, 2026 1:17:58"
"*03nwm*",2,10,22,"SG","Devin Booker","PHO","Sternhold","Jul 10, 2026 2:19:04"
"*042n7*",2,11,23,"C","Domantas Sabonis","SAC","MikeRame","Jul 10, 2026 7:37:37"
"*01eo6*",2,12,24,"PG","James Harden","CLE","JDUB13","Jul 10, 2026 3:36:35"
"*06211*",3,1,25,"C","Chet Holmgren","OKC","JDUB13","Jul 10, 2026 3:41:59"
"*05uig*",3,2,26,"PG","Josh Giddey","CHI","MikeRame","Jul 10, 2026 3:41:59"
"*001aw*",3,3,27,"PF","Kevin Durant","HOU","Sternhold","Jul 10, 2026 10:18:06"
"*05uiq*",3,4,28,"C","Alperen Sengun","HOU","Son","Jul 10, 2026 11:41:31"
"*05uus*",3,5,29,"SG","Austin Reaves","LAL","Vatos Locos","Jul 11, 2026 2:05:42"
"*04azw*",3,6,30,"PF","Lauri Markkanen","UTA","FantasyISO","Jul 11, 2026 8:11:07"
"*05uid*",3,7,31,"PF","Evan Mobley","CLE","Pilli","Jul 11, 2026 8:11:08"
"*05qtj*",3,8,32,"SF","Deni Avdija","POR","Vemida","Jul 11, 2026 8:31:58"
"*06ca8*",3,9,33,"SF","Amen Thompson","HOU","shuey33","Jul 11, 2026 1:44:00"
"*06210*",3,10,34,"PF","Paolo Banchero","ORL","BadHabits","Jul 11, 2026 1:44:00"
"*0621c*",3,11,35,"C","Jalen Duren","DET","Hoobob","Jul 11, 2026 1:51:08"
"*04ewt*",3,12,36,"SG","Derrick White","BOS","Markkowgier","Jul 11, 2026 9:51:21"
"*027oz*",4,1,37,"SF","Kawhi Leonard","LAC","Markkowgier","Jul 11, 2026 10:11:54"
"*076vc*",4,2,38,"PF","Cameron Boozer","MEM","Hoobob","Jul 12, 2026 1:45:40"
"*04ewf*",4,3,39,"C","Bam Adebayo","MIA","BadHabits","Jul 12, 2026 1:45:41"
"*02nf1*",4,4,40,"PF","Anthony Davis","WAS","shuey33","Jul 12, 2026 5:45:19"
"*03lls*",4,5,41,"SF","Jaylen Brown","PHI","Vemida","Jul 12, 2026 7:03:41"
"*06v5n*",4,6,42,"SF","Kon Knueppel","CHA","Pilli","Jul 12, 2026 7:03:41"
"*06cca*",4,7,43,"SF","Brandon Miller","CHA","FantasyISO","Jul 12, 2026 9:26:54"
"*0621b*",4,8,44,"SG","Jalen Williams","OKC","Vatos Locos","Jul 12, 2026 9:30:11"
"*06mjw*",4,9,45,"PG","Stephon Castle","SA","Son","Jul 12, 2026 10:43:00"
"*04qrj*",4,10,46,"C","Jaren Jackson","UTA","Sternhold","Jul 12, 2026 11:23:47"
"*051ol*",4,11,47,"PG","Darius Garland","LAC","MikeRame","Jul 12, 2026 11:26:49"
"*0011e*",4,12,48,"SF","LeBron James","(N/A)","JDUB13","Jul 12, 2026 12:56:43"
"*042n1*",5,1,49,"SF","Brandon Ingram","TOR","JDUB13","Jul 12, 2026 1:28:32"
"*042nm*",5,2,50,"PF","Pascal Siakam","IND","MikeRame","Jul 12, 2026 1:36:43"
"*06217*",5,3,51,"SG","Dyson Daniels","ATL","Sternhold","Jul 12, 2026 1:44:21"
"*042nq*",5,4,52,"PG","Dejounte Murray","NO","Son","Jul 12, 2026 2:10:10"
"*06mjz*",5,5,53,"C","Donovan Clingan","POR","Vatos Locos","Jul 12, 2026 2:26:16"
"*05qtt*",5,6,54,"C","Onyeka Okongwu","ATL","FantasyISO","Jul 12, 2026 2:46:59"
"*05qt3*",5,7,55,"SG","Desmond Bane","ORL","Pilli","Jul 12, 2026 2:52:57"
"*042nt*",5,8,56,"C","Ivica Zubac","IND","Vemida","Jul 12, 2026 7:16:34"
"*06mju*",5,9,57,"C","Alex Sarr","WAS","shuey33","Jul 12, 2026 7:21:28"
"*04ewn*",5,10,58,"PF","OG Anunoby","NY","BadHabits","Jul 12, 2026 7:21:28"
"*06mk7*",5,11,59,"C","Kel'el Ware","MIL","Hoobob","Jul 12, 2026 11:12:14"
"*03al2*",5,12,60,"C","Joel Embiid","PHI","Markkowgier","Jul 12, 2026 11:14:03"
"*06v5y*",6,1,61,"SG","Dylan Harper","SA","Markkowgier","Jul 12, 2026 11:14:07"
"*05uii*",6,2,62,"SF","Franz Wagner","ORL","Hoobob","Jul 12, 2026 11:18:42"
"*027oj*",6,3,63,"SG","Kyrie Irving","DAL","BadHabits","Jul 13, 2026 1:43:23"
"*05qt1*",6,4,64,"PG","Payton Pritchard","BOS","shuey33","Jul 13, 2026 2:04:30"
"*051ox*",6,5,65,"SG","Nickeil Alexander-Walker","ATL","Vemida","Jul 13, 2026 6:19:50"
"*0621l*",6,6,66,"C","Walker Kessler","LAL","Pilli","Jul 13, 2026 6:51:33"
"*051ot*",6,7,67,"SG","Tyler Herro","MIL","FantasyISO","Jul 13, 2026 9:57:20"
"*06cby*",6,8,68,"PG","Keyonte George","UTA","Vatos Locos","Jul 13, 2026 11:05:55"
"*049kb*",6,9,69,"PG","De'Aaron Fox","SA","Son","Jul 13, 2026 2:12:08"
"*04qrr*",6,10,70,"SF","Michael Porter","BKN","Sternhold","Jul 13, 2026 2:21:19"
"*03ajv*",6,11,71,"PF","Julius Randle","BKN","MikeRame","Jul 13, 2026 2:21:19"
"*051oh*",6,12,72,"PF","Zion Williamson","NO","JDUB13","Jul 13, 2026 5:09:55"
"*051oi*",7,1,73,"PG","Ja Morant","POR","JDUB13","Jul 13, 2026 5:10:31"
"*02nf6*",7,2,74,"PG","Damian Lillard","POR","MikeRame","Jul 13, 2026 5:10:32"
